Item ID,Item Group ID,Name,SKU,Category Name,Variation,Description,Package Weight,Package Width,Package Height,Package Length,Sell Price,Image 1,Image 2,Image 3,Image 4,Image 5,Stock
298,55," Kidsmate Pocky Brown Kaos Anak Kidsmate","117762","Kemeja Anak Laki Laki","S (1-2T)","Kidsmate Pocky brown Kaos Anak

T-shirt berbahan cotton combed
Series pocket stripe
Super gantengg
Simple tapi kelihatann mahal mak
Walaupun hargannya super hemat

Bahan cotton combed
Menyerap keringat ngga kaleng kaleng

Foto real pic seperti produk asli

Size chart :
S (1-2T) LD 30 PJ 39
M (3-4T) LD 32 PJ 42
L (5-6T) LD 35 PJ 44
XL (7-8T) LD 37 PJ 46
XXL (8-9T) LD 39 PJ 50
XXXL (9-10T) LD 40 PJ 53

LD : Lebar Dada, lingkar di kali 2
PJ : Panjang
mohon cek size chart Sebelum check out
karena usia hanya perkiraan
untuk toleransi size 2-3cm ya",125,1,1,1,33999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/9bcb49f54cdcca970b32b465c61e3ec4.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/f021374be02d0e7a3372febb8cdda378.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/cc3d4c784adaa4ed22ad52fbf85acdaf.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/50e7b159afd574b31b19ea09b81dd87e.jpg,,0
299,55," Kidsmate Pocky Brown Kaos Anak Kidsmate","117763","Kemeja Anak Laki Laki","M (3-4T)","Kidsmate Pocky brown Kaos Anak

T-shirt berbahan cotton combed
Series pocket stripe
Super gantengg
Simple tapi kelihatann mahal mak
Walaupun hargannya super hemat

Bahan cotton combed
Menyerap keringat ngga kaleng kaleng

Foto real pic seperti produk asli

Size chart :
S (1-2T) LD 30 PJ 39
M (3-4T) LD 32 PJ 42
L (5-6T) LD 35 PJ 44
XL (7-8T) LD 37 PJ 46
XXL (8-9T) LD 39 PJ 50
XXXL (9-10T) LD 40 PJ 53

LD : Lebar Dada, lingkar di kali 2
PJ : Panjang
mohon cek size chart Sebelum check out
karena usia hanya perkiraan
untuk toleransi size 2-3cm ya",125,1,1,1,34999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/9bcb49f54cdcca970b32b465c61e3ec4.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/f021374be02d0e7a3372febb8cdda378.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/cc3d4c784adaa4ed22ad52fbf85acdaf.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/50e7b159afd574b31b19ea09b81dd87e.jpg,,0
300,55," Kidsmate Pocky Brown Kaos Anak Kidsmate","117764","Kemeja Anak Laki Laki","L (5-6T)","Kidsmate Pocky brown Kaos Anak

T-shirt berbahan cotton combed
Series pocket stripe
Super gantengg
Simple tapi kelihatann mahal mak
Walaupun hargannya super hemat

Bahan cotton combed
Menyerap keringat ngga kaleng kaleng

Foto real pic seperti produk asli

Size chart :
S (1-2T) LD 30 PJ 39
M (3-4T) LD 32 PJ 42
L (5-6T) LD 35 PJ 44
XL (7-8T) LD 37 PJ 46
XXL (8-9T) LD 39 PJ 50
XXXL (9-10T) LD 40 PJ 53

LD : Lebar Dada, lingkar di kali 2
PJ : Panjang
mohon cek size chart Sebelum check out
karena usia hanya perkiraan
untuk toleransi size 2-3cm ya",125,1,1,1,35999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/9bcb49f54cdcca970b32b465c61e3ec4.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/f021374be02d0e7a3372febb8cdda378.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/cc3d4c784adaa4ed22ad52fbf85acdaf.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/50e7b159afd574b31b19ea09b81dd87e.jpg,,0
301,55," Kidsmate Pocky Brown Kaos Anak Kidsmate","117765","Kemeja Anak Laki Laki","XL (7-8T)","Kidsmate Pocky brown Kaos Anak

T-shirt berbahan cotton combed
Series pocket stripe
Super gantengg
Simple tapi kelihatann mahal mak
Walaupun hargannya super hemat

Bahan cotton combed
Menyerap keringat ngga kaleng kaleng

Foto real pic seperti produk asli

Size chart :
S (1-2T) LD 30 PJ 39
M (3-4T) LD 32 PJ 42
L (5-6T) LD 35 PJ 44
XL (7-8T) LD 37 PJ 46
XXL (8-9T) LD 39 PJ 50
XXXL (9-10T) LD 40 PJ 53

LD : Lebar Dada, lingkar di kali 2
PJ : Panjang
mohon cek size chart Sebelum check out
karena usia hanya perkiraan
untuk toleransi size 2-3cm ya",125,1,1,1,37999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/9bcb49f54cdcca970b32b465c61e3ec4.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/f021374be02d0e7a3372febb8cdda378.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/cc3d4c784adaa4ed22ad52fbf85acdaf.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/50e7b159afd574b31b19ea09b81dd87e.jpg,,0
302,55," Kidsmate Pocky Brown Kaos Anak Kidsmate","117766","Kemeja Anak Laki Laki","XXL (8-9T)","Kidsmate Pocky brown Kaos Anak

T-shirt berbahan cotton combed
Series pocket stripe
Super gantengg
Simple tapi kelihatann mahal mak
Walaupun hargannya super hemat

Bahan cotton combed
Menyerap keringat ngga kaleng kaleng

Foto real pic seperti produk asli

Size chart :
S (1-2T) LD 30 PJ 39
M (3-4T) LD 32 PJ 42
L (5-6T) LD 35 PJ 44
XL (7-8T) LD 37 PJ 46
XXL (8-9T) LD 39 PJ 50
XXXL (9-10T) LD 40 PJ 53

LD : Lebar Dada, lingkar di kali 2
PJ : Panjang
mohon cek size chart Sebelum check out
karena usia hanya perkiraan
untuk toleransi size 2-3cm ya",125,1,1,1,38999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/9bcb49f54cdcca970b32b465c61e3ec4.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/f021374be02d0e7a3372febb8cdda378.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/cc3d4c784adaa4ed22ad52fbf85acdaf.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/50e7b159afd574b31b19ea09b81dd87e.jpg,,0
303,55," Kidsmate Pocky Brown Kaos Anak Kidsmate","117767","Kemeja Anak Laki Laki","XXXL (9-10T)","Kidsmate Pocky brown Kaos Anak

T-shirt berbahan cotton combed
Series pocket stripe
Super gantengg
Simple tapi kelihatann mahal mak
Walaupun hargannya super hemat

Bahan cotton combed
Menyerap keringat ngga kaleng kaleng

Foto real pic seperti produk asli

Size chart :
S (1-2T) LD 30 PJ 39
M (3-4T) LD 32 PJ 42
L (5-6T) LD 35 PJ 44
XL (7-8T) LD 37 PJ 46
XXL (8-9T) LD 39 PJ 50
XXXL (9-10T) LD 40 PJ 53

LD : Lebar Dada, lingkar di kali 2
PJ : Panjang
mohon cek size chart Sebelum check out
karena usia hanya perkiraan
untuk toleransi size 2-3cm ya",125,1,1,1,39999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/9bcb49f54cdcca970b32b465c61e3ec4.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/f021374be02d0e7a3372febb8cdda378.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/cc3d4c784adaa4ed22ad52fbf85acdaf.jpg,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/50e7b159afd574b31b19ea09b81dd87e.jpg,,0
47339,31579,"#ATASAN ADIDAS TEE KOI","#8942TL","Atasan Bayi","Kuning, 3Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,2
47340,31579,"#ATASAN ADIDAS TEE KOI","#8943TL","Atasan Bayi","Kuning, 5Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,3
47341,31579,"#ATASAN ADIDAS TEE KOI","#8944TL","Atasan Bayi","Kuning, 7Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,3
47342,31579,"#ATASAN ADIDAS TEE KOI","#8945TL","Atasan Bayi","Kuning, 9Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,3
47343,31579,"#ATASAN ADIDAS TEE KOI","#8946TL","Atasan Bayi","Kuning, 11Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,2
47344,31579,"#ATASAN ADIDAS TEE KOI","#8947TL","Atasan Bayi","Pink, 3Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,8
47345,31579,"#ATASAN ADIDAS TEE KOI","#8948TL","Atasan Bayi","Pink, 5Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,7
47346,31579,"#ATASAN ADIDAS TEE KOI","#8949TL","Atasan Bayi","Pink, 7Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,8
47347,31579,"#ATASAN ADIDAS TEE KOI","#8950TL","Atasan Bayi","Pink, 9Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,7
47348,31579,"#ATASAN ADIDAS TEE KOI","#8951TL","Atasan Bayi","Pink, 11Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,13
47349,31579,"#ATASAN ADIDAS TEE KOI","#8952TL","Atasan Bayi","Putih, 3Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,3
47350,31579,"#ATASAN ADIDAS TEE KOI","#8953TL","Atasan Bayi","Putih, 5Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,1
47351,31579,"#ATASAN ADIDAS TEE KOI","#8954TL","Atasan Bayi","Putih, 7Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
47352,31579,"#ATASAN ADIDAS TEE KOI","#8955TL","Atasan Bayi","Putih, 9Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
47353,31579,"#ATASAN ADIDAS TEE KOI","#8956TL","Atasan Bayi","Putih, 11Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
47354,31579,"#ATASAN ADIDAS TEE KOI","#8957TL","Atasan Bayi","Merah, 3Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,17
47355,31579,"#ATASAN ADIDAS TEE KOI","#8958TL","Atasan Bayi","Merah, 5Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,15
47356,31579,"#ATASAN ADIDAS TEE KOI","#8959TL","Atasan Bayi","Merah, 7Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,13
47357,31579,"#ATASAN ADIDAS TEE KOI","#8960TL","Atasan Bayi","Merah, 9Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,14
47358,31579,"#ATASAN ADIDAS TEE KOI","#8961TL","Atasan Bayi","Merah, 11Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,16
47359,31579,"#ATASAN ADIDAS TEE KOI","#8962TL","Atasan Bayi","Pink Tua, 3Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,7
47360,31579,"#ATASAN ADIDAS TEE KOI","#8963TL","Atasan Bayi","Pink Tua, 5Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
47361,31579,"#ATASAN ADIDAS TEE KOI","#8964TL","Atasan Bayi","Pink Tua, 7Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,3
47362,31579,"#ATASAN ADIDAS TEE KOI","#8965TL","Atasan Bayi","Pink Tua, 9Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,2
47363,31579,"#ATASAN ADIDAS TEE KOI","#8966TL","Atasan Bayi","Pink Tua, 11Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,2
47364,31579,"#ATASAN ADIDAS TEE KOI","#8967TL","Atasan Bayi","Cream, 3Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,2
47365,31579,"#ATASAN ADIDAS TEE KOI","#8968TL","Atasan Bayi","Cream, 5Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,1
47366,31579,"#ATASAN ADIDAS TEE KOI","#8969TL","Atasan Bayi","Cream, 7Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
47367,31579,"#ATASAN ADIDAS TEE KOI","#8970TL","Atasan Bayi","Cream, 9Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
47368,31579,"#ATASAN ADIDAS TEE KOI","#8971TL","Atasan Bayi","Cream, 11Y","#Atasan Anak Belva KOI AADSADASD",100,0,0,0,59999,https://file-service.3smqg.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/whatsapp_image_2026-05-11_at_115746.jpeg,,,,,0
31332,24421,"#Celana Panjang Anak Conduroy KOI","#0787CL","Celana Anak Laki Laki","Maroon, Size 1","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31333,24421,"#Celana Panjang Anak Conduroy KOI","#0788CL","Celana Anak Laki Laki","Maroon, Size 2","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31334,24421,"#Celana Panjang Anak Conduroy KOI","#0789CL","Celana Anak Laki Laki","Maroon, Size 3","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,1
31335,24421,"#Celana Panjang Anak Conduroy KOI","#0790CL","Celana Anak Laki Laki","Maroon, Size 4","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31336,24421,"#Celana Panjang Anak Conduroy KOI","#0791CL","Celana Anak Laki Laki","Maroon, Size 5","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31337,24421,"#Celana Panjang Anak Conduroy KOI","#0792CL","Celana Anak Laki Laki","Maroon, Size 6","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31338,24421,"#Celana Panjang Anak Conduroy KOI","#0793CL","Celana Anak Laki Laki","Mustard, Size 1","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31339,24421,"#Celana Panjang Anak Conduroy KOI","#0794CL","Celana Anak Laki Laki","Mustard, Size 2","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31340,24421,"#Celana Panjang Anak Conduroy KOI","#0795CL","Celana Anak Laki Laki","Mustard, Size 3","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31341,24421,"#Celana Panjang Anak Conduroy KOI","#0796CL","Celana Anak Laki Laki","Mustard, Size 4","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31342,24421,"#Celana Panjang Anak Conduroy KOI","#0797CL","Celana Anak Laki Laki","Mustard, Size 5","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31343,24421,"#Celana Panjang Anak Conduroy KOI","#0798CL","Celana Anak Laki Laki","Mustard, Size 6","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31344,24421,"#Celana Panjang Anak Conduroy KOI","#0799CL","Celana Anak Laki Laki","Green, Size 1","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31345,24421,"#Celana Panjang Anak Conduroy KOI","#0800CL","Celana Anak Laki Laki","Green, Size 2","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31346,24421,"#Celana Panjang Anak Conduroy KOI","#0801CL","Celana Anak Laki Laki","Green, Size 3","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31347,24421,"#Celana Panjang Anak Conduroy KOI","#0802CL","Celana Anak Laki Laki","Green, Size 4","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31348,24421,"#Celana Panjang Anak Conduroy KOI","#0803CL","Celana Anak Laki Laki","Green, Size 5","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31349,24421,"#Celana Panjang Anak Conduroy KOI","#0804CL","Celana Anak Laki Laki","Green, Size 6","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31350,24421,"#Celana Panjang Anak Conduroy KOI","#0805CL","Celana Anak Laki Laki","Blue, Size 1","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31351,24421,"#Celana Panjang Anak Conduroy KOI","#0806CL","Celana Anak Laki Laki","Blue, Size 2","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31352,24421,"#Celana Panjang Anak Conduroy KOI","#0807CL","Celana Anak Laki Laki","Blue, Size 3","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31353,24421,"#Celana Panjang Anak Conduroy KOI","#0808CL","Celana Anak Laki Laki","Blue, Size 4","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31354,24421,"#Celana Panjang Anak Conduroy KOI","#0809CL","Celana Anak Laki Laki","Blue, Size 5","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31355,24421,"#Celana Panjang Anak Conduroy KOI","#0810CL","Celana Anak Laki Laki","Blue, Size 6","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31356,24421,"#Celana Panjang Anak Conduroy KOI","#0811CL","Celana Anak Laki Laki","Brown, Size 1","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31357,24421,"#Celana Panjang Anak Conduroy KOI","#0812CL","Celana Anak Laki Laki","Brown, Size 2","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31358,24421,"#Celana Panjang Anak Conduroy KOI","#0813CL","Celana Anak Laki Laki","Brown, Size 3","#Celana Panjang Anak Conduroy KOI",150,1,1,1,49999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31359,24421,"#Celana Panjang Anak Conduroy KOI","#0814CL","Celana Anak Laki Laki","Brown, Size 4","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31360,24421,"#Celana Panjang Anak Conduroy KOI","#0815CL","Celana Anak Laki Laki","Brown, Size 5","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
31361,24421,"#Celana Panjang Anak Conduroy KOI","#0816CL","Celana Anak Laki Laki","Brown, Size 6","#Celana Panjang Anak Conduroy KOI",150,1,1,1,54999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
41438,24421,"#Celana Panjang Anak Conduroy KOI","#5451CL","Celana Anak Laki Laki","Hitam Arizona, 2Y","#Celana Panjang Anak Conduroy KOI",150,1,1,1,89999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
41439,24421,"#Celana Panjang Anak Conduroy KOI","#5452CL","Celana Anak Laki Laki","Hitam Arizona, 4Y","#Celana Panjang Anak Conduroy KOI",150,1,1,1,89999,https://assets-alpha.ass8c.upcloudobjects.com/pgylh9mwsjia2dtzbo8t1w/images/24421-conduroy_koi.jpeg,,,,,0
